gender,SeniorCitizen,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,AvgCharges
-1.0095586736769342,-0.43991649313097614,-1.2774445836787656,0,-0.8541761503778148,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-1.1603229160349193,-0.9942419353101233,-0.6010234796064696,False,False,False,False,14.925
0.990531829475428,-0.43991649313097614,0.06632741908223598,1,-0.8541761503778148,1.5774538264373548,-0.725562723486431,1.3812774278843567,-0.639438641587503,-0.2596289419448806,-0.17324412574959375,-0.6010234796064696,False,False,True,False,53.98571428571429
0.990531829475428,-0.43991649313097614,-1.2367242199587352,1,-0.8541761503778148,1.5774538264373548,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.3626603559551803,-0.9596740712020441,1.6638285090871447,False,False,False,False,36.050000000000004
0.990531829475428,-0.43991649313097614,0.5142514200025698,0,-0.8541761503778148,1.5774538264373548,-0.725562723486431,1.3812774278843567,1.5638717070919412,-0.7465354629935549,-0.19476626336477718,-0.6010234796064696,False,False,True,False,40.016304347826086
-1.0095586736769342,-0.43991649313097614,-1.2367242199587352,1,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,0.19736523310080326,-0.9404697022531111,1.6638285090871447,True,False,False,False,50.550000000000004
-1.0095586736769342,-0.43991649313097614,-0.9924020376385531,1,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.1595456961969886,-0.6451859741727949,1.6638285090871447,True,False,False,False,91.16666666666667
0.990531829475428,-0.43991649313097614,-0.4223169455581282,1,1.17071870896616,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,0.8089065291619363,-0.14679948896704018,-0.6010234796064696,True,False,False,False,84.75652173913043
-1.0095586736769342,-0.43991649313097614,-0.9109613101984924,0,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-1.1636465100352518,-0.8741373704237511,-0.6010234796064696,False,False,False,False,27.44545454545454
-1.0095586736769342,-0.43991649313097614,-0.1779947632379461,1,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.330710787214099,0.3373492744317471,1.6638285090871447,True,False,False,False,105.03620689655173
0.990531829475428,-0.43991649313097614,1.2064976032430856,1,-0.8541761503778148,1.5774538264373548,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.28621769394753876,0.5324391741681479,-0.6010234796064696,False,False,True,False,55.364285714285714
0.990531829475428,-0.43991649313097614,-0.7888002190384014,1,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.4922805219681379,-0.7480728289670203,-0.6010234796064696,False,False,False,False,41.96071428571429
0.990531829475428,-0.43991649313097614,-0.6666391278783103,1,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-1.5225946620711341,-0.8631445247495343,-0.6010234796064696,False,True,False,True,19.223529411764705
0.990531829475428,-0.43991649313097614,1.0436161483629645,1,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.182810854199314,1.5006704790038297,-0.6010234796064696,True,False,True,False,96.28983050847458
0.990531829475428,-0.43991649313097614,0.6771328748826912,1,1.17071870896616,-0.633932976826636,1.3782405953752133,1.3812774278843567,-0.639438641587503,1.2941512532104444,1.2160043388136705,1.6638285090871447,True,False,False,False,100.726
0.990531829475428,-0.43991649313097614,-0.30015585439803716,1,-0.8541761503778148,1.5774538264373548,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.3539759452164248,0.1784165658888543,-0.6010234796064696,True,False,False,False,103.3096153846154
